Timestamp,windmill.RPM,windmill.Vibration,windmill.AmbientTemperature,windmill.RelativeHumidity,windmill.TurnOff
5/1/2017 13:58,7.333333333,0,27.984375,99.99847412,0
5/1/2017 13:59,13,0.5,28.015625,99.99847412,0
5/1/2017 14:00,12.83333333,0.5,27.94791667,99.99847412,0
5/1/2017 14:01,11,0.833333333,27.875,99.99847412,1
5/1/2017 14:02,11.33333333,0.333333333,27.80208333,99.99847412,0
5/1/2017 14:03,11,0.333333333,27.734375,99.99847412,0
5/1/2017 14:04,10.83333333,0.5,27.67708333,99.99847412,0
5/1/2017 14:05,12.16666667,0.666666667,27.63020833,99.99847412,0
5/1/2017 14:06,12.16666667,0.333333333,27.58333333,99.99847412,0
5/1/2017 14:07,12.33333333,0.166666667,27.546875,99.99847412,0
5/1/2017 14:08,12.33333333,0.333333333,27.52604167,99.99847412,0
5/1/2017 14:09,10.33333333,0.833333333,27.49479167,99.99847412,1
5/1/2017 14:10,10,0.333333333,27.46875,99.99847412,0
5/1/2017 14:11,12.33333333,0.333333333,27.4375,99.99847412,0
5/1/2017 14:12,9.666666667,0.833333333,27.41145833,99.99847412,1
5/1/2017 14:13,12.5,0.5,27.38541667,99.99847412,0
5/1/2017 14:14,12.33333333,0.5,27.36979167,99.99847412,0
5/1/2017 14:15,12.83333333,0.333333333,27.34375,99.99847412,0
5/1/2017 14:16,12.33333333,0.5,27.34375,99.99847412,0
5/1/2017 14:17,12.66666667,0.833333333,27.3125,99.99847412,1
5/1/2017 14:18,12.83333333,0.666666667,27.30208333,99.99847412,0
5/1/2017 14:19,12.5,0.333333333,27.28125,99.99847412,0
5/1/2017 14:20,13.16666667,0.333333333,27.27083333,99.99847412,0
5/1/2017 14:21,12.66666667,0.5,27.25,99.99847412,0
5/1/2017 14:22,14,0.666666667,27.25,99.99847412,0
5/1/2017 14:23,13.16666667,0.5,27.22395833,99.99847412,0
5/1/2017 14:24,13,0.333333333,27.21875,99.99847412,0
5/1/2017 14:25,15,0.333333333,27.21875,99.99847412,1
5/1/2017 14:26,15,0.166666667,27.1875,99.99847412,1
5/1/2017 14:27,16.33333333,0.5,27.1875,99.99847412,1
5/1/2017 14:28,15.5,0.333333333,27.171875,99.99847412,1
5/1/2017 14:29,16,0.5,27.15625,99.99847412,1
5/1/2017 14:30,15.16666667,0.5,27.15625,99.99847412,1
5/1/2017 14:31,16.83333333,0.166666667,27.13020833,99.99847412,1
5/1/2017 14:32,16.83333333,0.166666667,27.125,99.99847412,1
5/1/2017 14:33,16.83333333,0.333333333,27.125,99.99847412,1
5/1/2017 14:34,16.66666667,0.5,27.10416667,99.99847412,1
5/1/2017 14:35,16.83333333,0.666666667,27.09375,99.99847412,1
5/1/2017 14:36,16.16666667,0.333333333,27.09375,99.99847412,1
5/1/2017 14:37,16.83333333,0.333333333,27.08854167,99.99847412,1
5/1/2017 14:38,13,0.333333333,27.0625,99.99847412,0
5/1/2017 14:39,14.33333333,0.833333333,27.0625,99.99847412,1
5/1/2017 14:40,14.5,0.5,27.0625,99.99847412,0
5/1/2017 14:41,13.83333333,0.666666667,27.0625,99.99847412,0
5/1/2017 14:42,15.33333333,0.333333333,27.03645833,99.99847412,1
5/1/2017 14:43,14.5,0.5,27.03125,99.99847412,0
5/1/2017 14:44,14,0.5,27.03125,99.99847412,0
5/1/2017 14:45,15.33333333,0.333333333,27.03125,99.99847412,1
5/1/2017 14:46,15,0,27.00520833,99.99847412,1
5/1/2017 14:47,14.16666667,0.5,27,99.99847412,0
5/1/2017 14:48,15,0.166666667,27,99.99847412,1
5/1/2017 14:49,14.83333333,0.333333333,26.98958333,99.99847412,0
5/1/2017 14:50,12.83333333,0.5,26.96875,99.99847412,0
5/1/2017 14:51,13.83333333,0.833333333,26.96875,99.99847412,1
5/1/2017 14:52,13.83333333,0.333333333,26.96875,99.99847412,0
5/1/2017 14:53,13.16666667,0.5,26.953125,99.99847412,0
5/1/2017 14:54,13.83333333,0.5,26.9375,99.99847412,0
5/1/2017 14:55,14.66666667,0.166666667,26.9375,99.99847412,0
5/1/2017 14:56,14,0.833333333,26.9375,99.99847412,1
5/1/2017 14:57,14,0.333333333,26.90625,99.99847412,0
5/1/2017 14:58,15.5,0.5,26.90625,99.99847412,1
5/1/2017 14:59,14,0.5,26.90625,99.99847412,0
5/1/2017 15:00,14,0.5,26.89583333,99.99847412,0
5/1/2017 15:01,13.83333333,0.5,26.875,99.99847412,0
5/1/2017 15:02,12.83333333,0.333333333,26.875,99.99847412,0
5/1/2017 15:03,15,0.5,26.86979167,99.99847412,1
5/1/2017 15:04,11.5,0.5,26.84375,99.99847412,0
5/1/2017 15:05,14.16666667,0.333333333,26.84375,99.99847412,0
5/1/2017 15:06,14.16666667,0.5,26.84375,99.99847412,0
5/1/2017 15:07,14.83333333,0.833333333,26.84375,99.99847412,1
5/1/2017 15:08,14.33333333,0.5,26.8125,99.99847412,0
5/1/2017 15:09,14.83333333,0.333333333,26.8125,99.99847412,0
5/1/2017 15:10,13.66666667,0,26.8125,99.99847412,0
5/1/2017 15:11,14.33333333,0.666666667,26.8125,99.99847412,0
5/1/2017 15:12,14.16666667,0.333333333,26.78645833,99.99847412,0
5/1/2017 15:13,13.33333333,0.333333333,26.78125,99.99847412,0
5/1/2017 15:14,13.66666667,0.666666667,26.78125,99.99847412,0
5/1/2017 15:15,13.83333333,0.5,26.78125,99.99847412,0
5/1/2017 15:16,12.83333333,0.333333333,26.765625,99.99847412,0
5/1/2017 15:17,13.33333333,0.166666667,26.75,99.99847412,0
5/1/2017 15:18,13.83333333,0.5,26.75,99.99847412,0
5/1/2017 15:19,15.16666667,0.166666667,26.75,99.99847412,1
5/1/2017 15:20,14.5,0.666666667,26.75,99.99847412,0
5/1/2017 15:21,14.5,0.333333333,26.75,99.99847412,0
5/1/2017 15:22,13.5,0.666666667,26.71875,99.99847412,0
5/1/2017 15:23,12.16666667,0.166666667,26.71875,99.99847412,0
5/1/2017 15:24,12.5,0.833333333,26.71875,99.99847412,1
5/1/2017 15:25,12.83333333,0.5,26.71875,99.99847412,0
5/1/2017 15:26,14.33333333,0.833333333,26.71875,99.99847412,1
5/1/2017 15:27,13.66666667,0.666666667,26.71875,99.99847412,0
5/1/2017 15:28,14.16666667,0.5,26.69791667,99.99847412,0
5/1/2017 15:29,14.33333333,0.333333333,26.6875,99.99847412,0
5/1/2017 15:30,13.33333333,0.833333333,26.6875,99.99847412,1
5/1/2017 15:31,13.33333333,0.333333333,26.6875,99.99847412,0
5/1/2017 15:32,14,0.333333333,26.6875,99.99847412,0
5/1/2017 15:33,13,0.666666667,26.6875,99.99847412,0
5/1/2017 15:34,13.83333333,0.833333333,26.671875,99.99847412,1
5/1/2017 15:35,13.16666667,0.333333333,26.66145833,99.99847412,0
5/1/2017 15:36,13.16666667,0.333333333,26.65625,99.99847412,0
5/1/2017 15:37,12.83333333,0.5,26.65625,99.99847412,0
5/1/2017 15:38,13.33333333,0.666666667,26.65625,99.99847412,0
5/1/2017 15:39,13.33333333,0.166666667,26.65625,99.99847412,0
5/1/2017 15:40,13.66666667,0.333333333,26.65625,99.99847412,0
5/1/2017 15:41,12.16666667,0.666666667,26.64583333,99.99847412,0
5/1/2017 15:42,11.83333333,1,26.625,99.99847412,1
5/1/2017 15:43,14,0.666666667,26.625,99.99847412,0
5/1/2017 15:44,13.66666667,0.666666667,26.625,99.99847412,0
5/1/2017 15:45,13.33333333,0.333333333,26.625,99.99847412,0
5/1/2017 15:46,13.66666667,1,26.625,99.99847412,1
5/1/2017 15:47,12.33333333,0.666666667,26.625,99.99847412,0
5/1/2017 15:48,13.33333333,0.5,26.625,99.99847412,0
5/1/2017 15:49,13,0.333333333,26.61979167,99.99847412,0
5/1/2017 15:50,14.33333333,0.5,26.59375,99.99847412,0
5/1/2017 15:51,13.16666667,0.5,26.59375,99.99847412,0
5/1/2017 15:52,13.83333333,0.333333333,26.59375,99.99847412,0
5/1/2017 15:53,13.5,0.333333333,26.59375,99.99847412,0
5/1/2017 15:54,12.83333333,0.333333333,26.59375,99.99847412,0
5/1/2017 15:55,12.33333333,0.833333333,26.578125,99.99847412,1
5/1/2017 15:56,13.16666667,0.333333333,26.5625,99.99847412,0
5/1/2017 15:57,12.5,0.5,26.5625,99.99847412,0
5/1/2017 15:58,12.66666667,0.166666667,26.5625,99.99847412,0
5/1/2017 15:59,13.16666667,0.5,26.5625,99.99847412,0
5/1/2017 16:00,13.16666667,0.5,26.5625,99.99847412,0
5/1/2017 16:01,12.83333333,0.5,26.5625,99.99847412,0
5/1/2017 16:02,14.33333333,0.333333333,26.55729167,99.99847412,0
5/1/2017 16:03,15,0.833333333,26.53645833,99.99847412,1
5/1/2017 16:04,13.16666667,0.5,26.53125,99.99847412,0
5/1/2017 16:05,12.5,0.333333333,26.53125,99.99847412,0
5/1/2017 16:06,14.5,0.333333333,26.53125,99.99847412,0
5/1/2017 16:07,12.83333333,0.5,26.53125,99.99847412,0
5/1/2017 16:08,12.33333333,0.333333333,26.53125,99.99847412,0
5/1/2017 16:09,12.5,0.833333333,26.53125,99.99847412,1
5/1/2017 16:10,11.83333333,1,26.53125,99.99847412,1
5/1/2017 16:11,14.16666667,0.5,26.53125,99.99847412,0
5/1/2017 16:12,14.16666667,0.333333333,26.53125,99.99847412,0
5/1/2017 16:13,13,0.666666667,26.515625,99.99847412,0
5/1/2017 16:14,14.16666667,0.5,26.5,99.99847412,0
5/1/2017 16:15,14.5,0.333333333,26.5,99.99847412,0
5/1/2017 16:16,13.66666667,0.333333333,26.5,99.99847412,0
5/1/2017 16:17,13.16666667,0.5,26.5,99.99847412,0
5/1/2017 16:18,13.5,0.333333333,26.5,99.99847412,0
5/1/2017 16:19,12.16666667,0.666666667,26.5,99.99847412,0
5/1/2017 16:20,14.16666667,0.5,26.5,99.99847412,0
5/1/2017 16:21,12.66666667,0.333333333,26.5,99.99847412,0
5/1/2017 16:22,12.66666667,0.5,26.5,99.99847412,0
5/1/2017 16:23,13.66666667,0.333333333,26.5,99.99847412,0
5/1/2017 16:24,12.83333333,0.5,26.47916667,99.99847412,0
5/1/2017 16:25,13.16666667,0.5,26.47395833,99.99847412,0
5/1/2017 16:26,14.83333333,0.5,26.46875,99.99847412,0
5/1/2017 16:27,14.5,0.833333333,26.46875,99.99847412,1
5/1/2017 16:28,13.66666667,0.666666667,26.46875,99.99847412,0
5/1/2017 16:29,13.83333333,0.166666667,26.46875,99.99847412,0
5/1/2017 16:30,12,0.5,26.46875,99.99847412,0
5/1/2017 16:31,11.66666667,0.666666667,26.46875,99.99847412,0
5/1/2017 16:32,12.5,0.5,26.46875,99.99847412,0
5/1/2017 16:33,14,0.666666667,26.46875,99.99847412,0
5/1/2017 16:34,13,0.166666667,26.46875,99.99847412,0
5/1/2017 16:35,13,0.666666667,26.46875,99.99847412,0
5/1/2017 16:36,12.83333333,0.833333333,26.46875,99.99847412,1
5/1/2017 16:37,12.5,0,26.46875,99.99847412,0
5/1/2017 16:38,12.66666667,0.333333333,26.45833333,99.99847412,0
5/1/2017 16:39,13,0.666666667,26.44791667,99.99847412,0
5/1/2017 16:40,12.66666667,0.666666667,26.44270833,99.99847412,0
5/1/2017 16:41,14.33333333,0.666666667,26.4375,99.99847412,0
5/1/2017 16:42,13.16666667,0.333333333,26.4375,99.99847412,0
5/1/2017 16:43,13,0.166666667,26.4375,99.99847412,0
5/1/2017 16:44,13.16666667,0.5,26.4375,99.99847412,0
5/1/2017 16:45,12,0.666666667,26.4375,99.99847412,0
5/1/2017 16:46,12.83333333,0.333333333,26.4375,99.99847412,0
5/1/2017 16:47,12.33333333,0.333333333,26.4375,99.99847412,0
5/1/2017 16:48,13.66666667,0.666666667,26.4375,99.99847412,0
5/1/2017 16:49,12.33333333,0.5,26.4375,99.99847412,0
5/1/2017 16:50,13.33333333,0.833333333,26.4375,99.99847412,1
5/1/2017 16:51,11.33333333,0.333333333,26.4375,99.99847412,0
5/1/2017 16:52,12.5,0.5,26.4375,99.99847412,0
5/1/2017 16:53,12.5,0.5,26.4375,99.99847412,0
5/1/2017 16:54,11.83333333,0.166666667,26.4375,99.99847412,0
5/1/2017 16:55,13,0.5,26.4375,99.99847412,0
5/1/2017 16:56,12.83333333,0.666666667,26.4375,99.99847412,0
5/1/2017 16:57,13.16666667,0.666666667,26.4375,99.99847412,0
5/1/2017 16:58,12.33333333,0.5,26.41666667,99.99847412,0
5/1/2017 16:59,13,0.5,26.40625,99.99847412,0
5/1/2017 17:00,13.5,0.333333333,26.40625,99.99847412,0
5/1/2017 17:01,11.66666667,0.5,26.40625,99.99847412,0
5/1/2017 17:02,12.5,0.666666667,26.40625,99.99847412,0
5/1/2017 17:03,12.5,0.666666667,26.40625,99.99847412,0
5/1/2017 17:04,12.83333333,0.5,26.40625,99.99847412,0
5/1/2017 17:05,13.16666667,0.333333333,26.40625,99.99847412,0
5/1/2017 17:06,12.16666667,0,26.40625,99.99847412,0
5/1/2017 17:07,13,0,26.40625,99.99847412,0
5/1/2017 17:08,12.5,0.333333333,26.40625,99.99847412,0
5/1/2017 17:09,10.66666667,0.333333333,26.40625,99.99847412,0
5/1/2017 17:10,14.33333333,0.333333333,26.40625,99.99847412,0
5/1/2017 17:11,11.5,0.166666667,26.40625,99.99847412,0
5/1/2017 17:12,11.83333333,0.5,26.40625,99.99847412,0
5/1/2017 17:13,13.16666667,0.5,26.40625,99.99847412,0
5/1/2017 17:14,10.5,0.333333333,26.40625,99.99847412,0
5/1/2017 17:15,12.33333333,0.5,26.40625,99.99847412,0
5/1/2017 17:16,10.16666667,0,26.40625,99.99847412,0
5/1/2017 17:17,12.83333333,0.5,26.40625,99.99847412,0
5/1/2017 17:18,13,0.666666667,26.40625,99.99847412,0
5/1/2017 17:19,13,0.5,26.40104167,99.99847412,0
5/1/2017 17:20,14,0.666666667,26.38541667,99.99847412,0
5/1/2017 17:21,12.16666667,0.5,26.375,99.99847412,0
5/1/2017 17:22,15.16666667,0.666666667,26.375,99.99847412,1
5/1/2017 17:23,11,0.5,26.375,99.99847412,0
5/1/2017 17:24,13.33333333,0.666666667,26.375,99.99847412,0
5/1/2017 17:25,12.16666667,0.5,26.375,99.99847412,0
5/1/2017 17:26,12.5,0.5,26.375,99.99847412,0
5/1/2017 17:27,13.16666667,0.333333333,26.375,99.99847412,0
5/1/2017 17:28,12.66666667,0.666666667,26.375,99.99847412,0
5/1/2017 17:29,11.66666667,0.333333333,26.375,99.99847412,0
5/1/2017 17:30,13,0.5,26.375,99.99847412,0
5/1/2017 17:31,13.33333333,0.166666667,26.375,99.99847412,0
5/1/2017 17:32,11.33333333,0.5,26.375,99.99847412,0
5/1/2017 17:33,13.33333333,0.5,26.375,99.99847412,0
5/1/2017 17:34,12.83333333,0.666666667,26.375,99.99847412,0
5/1/2017 17:35,14.16666667,0.5,26.375,99.99847412,0
5/1/2017 17:36,12.66666667,0.5,26.375,99.99847412,0
5/1/2017 17:37,12.16666667,0.666666667,26.375,99.99847412,0
5/1/2017 17:38,13.16666667,0.666666667,26.375,99.99847412,0
5/1/2017 17:39,13.66666667,0.5,26.375,99.99847412,0
5/1/2017 17:40,13,0.666666667,26.375,99.99847412,0
5/1/2017 17:41,13.33333333,0.666666667,26.375,99.99847412,0
5/1/2017 17:42,12.16666667,0.666666667,26.375,99.99847412,0
5/1/2017 17:43,13.66666667,0.5,26.375,99.99847412,0
5/1/2017 17:44,14.33333333,0.5,26.375,99.99847412,0
5/1/2017 17:45,13.5,0.833333333,26.375,99.99847412,1
5/1/2017 17:46,14.16666667,0.333333333,26.375,99.99847412,0
5/1/2017 17:47,12.83333333,0.333333333,26.375,99.99847412,0
5/1/2017 17:48,11.83333333,0.333333333,26.375,99.99847412,0
5/1/2017 17:49,12.5,0.5,26.375,99.99847412,0
5/1/2017 17:50,13,0.333333333,26.375,99.99847412,0
5/1/2017 17:51,13.5,0.666666667,26.375,99.99847412,0
5/1/2017 17:52,13.16666667,0.166666667,26.375,99.99847412,0
5/1/2017 17:53,11.5,0.666666667,26.36979167,99.99847412,0
5/1/2017 17:54,9.666666667,0.5,26.359375,99.99847412,0
5/1/2017 17:55,12.33333333,0.666666667,26.359375,99.99847412,0
5/1/2017 17:56,12.33333333,0.333333333,26.34375,99.99847412,0
5/1/2017 17:57,11.5,0.333333333,26.34375,99.99847412,0
5/1/2017 17:58,13.33333333,0.5,26.34375,99.99847412,0
5/1/2017 17:59,11.16666667,0.5,26.34375,99.99847412,0
5/1/2017 18:00,12.66666667,0.5,26.34375,99.99847412,0
5/1/2017 18:01,11.5,0.666666667,26.34375,99.99847412,0
5/1/2017 18:02,13.5,0.666666667,26.34375,99.99847412,0
5/1/2017 18:03,12.66666667,0.5,26.34375,99.99847412,0
5/1/2017 18:04,12.33333333,0.666666667,26.34375,99.99847412,0
5/1/2017 18:05,12.5,0.5,26.34375,99.99847412,0
5/1/2017 18:06,12,0.5,26.34375,99.99847412,0
5/1/2017 18:07,12.16666667,0.666666667,26.34375,99.99847412,0
5/1/2017 18:08,11.83333333,0.666666667,26.34375,99.99847412,0
5/1/2017 18:09,13,0.333333333,26.34895833,99.99847412,0
5/1/2017 18:10,13.16666667,0,26.34375,99.99847412,0
5/1/2017 18:11,14.66666667,0.333333333,26.34375,99.99847412,0
5/1/2017 18:12,14.16666667,0.5,26.34375,99.99847412,0
5/1/2017 18:13,12.66666667,0.666666667,26.34375,99.99847412,0
5/1/2017 18:14,11.66666667,0.5,26.34375,99.99847412,0
5/1/2017 18:15,10.5,0.333333333,26.34375,99.99847412,0
5/1/2017 18:16,11.5,0.5,26.34375,99.99847412,0
5/1/2017 18:17,11,0.333333333,26.34895833,99.99847412,0
5/1/2017 18:18,12,0.333333333,26.34895833,99.99847412,0
5/1/2017 18:19,12.83333333,1,26.34375,99.99847412,1
5/1/2017 18:20,13.33333333,1,26.34895833,99.99847412,1
5/1/2017 18:21,12.83333333,0.666666667,26.34895833,99.99847412,0
5/1/2017 18:22,12.5,0.333333333,26.34375,99.99847412,0
5/1/2017 18:23,12,0.666666667,26.34895833,99.99847412,0
5/1/2017 18:24,10.5,0.333333333,26.34375,99.99847412,0
5/1/2017 18:25,12.66666667,0.5,26.34375,99.99847412,0
5/1/2017 18:26,12,0.333333333,26.34375,99.99847412,0
5/1/2017 18:27,13.33333333,0,26.34375,99.99847412,0
5/1/2017 18:28,13.33333333,0.5,26.34895833,99.99847412,0
5/1/2017 18:29,11.16666667,0.5,26.34895833,99.99847412,0
5/1/2017 18:30,12.16666667,0.666666667,26.34895833,99.99847412,0
5/1/2017 18:31,12.5,0.333333333,26.34895833,99.99847412,0
5/1/2017 18:32,12.83333333,0.5,26.359375,99.99847412,0
5/1/2017 18:33,12,0.5,26.35416667,99.99847412,0
5/1/2017 18:34,12.5,0.166666667,26.36979167,99.99847412,0
5/1/2017 18:35,12,0.5,26.359375,99.99847412,0
5/1/2017 18:36,12.5,0.833333333,26.36458333,99.99847412,1
5/1/2017 18:37,12.66666667,0.5,26.359375,99.99847412,0
5/1/2017 18:38,12.5,0.166666667,26.38541667,99.99847412,0
5/1/2017 18:39,12.66666667,0.666666667,26.390625,99.99847412,0
5/1/2017 18:40,11.5,0.666666667,26.38020833,99.99847412,0
5/1/2017 18:41,12.16666667,0.333333333,26.36458333,99.99847412,0
5/1/2017 18:42,11.16666667,0.333333333,26.359375,99.99847412,0
5/1/2017 18:43,10.83333333,0.666666667,26.35416667,99.99847412,0
5/1/2017 18:44,12.83333333,0.666666667,26.34895833,99.99847412,0
5/1/2017 18:45,10.83333333,0.5,26.34895833,99.99847412,0
5/1/2017 18:46,10,0.333333333,26.34375,99.99847412,0
5/1/2017 18:47,12.5,0.666666667,26.34375,99.99847412,0
5/1/2017 18:48,12.5,0.333333333,26.34895833,99.99847412,0
5/1/2017 18:49,10.5,0.5,26.34895833,99.99847412,0
5/1/2017 18:50,11.33333333,0.666666667,26.34375,99.99847412,0
5/1/2017 18:51,12.66666667,0.333333333,26.34895833,99.99847412,0
5/1/2017 18:52,12.16666667,0.5,26.34375,99.99847412,0
5/1/2017 18:53,11.66666667,0.5,26.34895833,99.99847412,0
5/1/2017 18:54,13,0.5,26.375,99.99847412,0
5/1/2017 18:55,12.83333333,0.666666667,26.38020833,99.99847412,0
5/1/2017 18:56,11.33333333,0.333333333,26.38541667,99.99847412,0
5/1/2017 18:57,11.33333333,0.5,26.390625,99.99847412,0
5/1/2017 18:58,12.16666667,0.666666667,26.40625,99.99847412,0
5/1/2017 18:59,13,0.333333333,26.40625,99.99847412,0
5/1/2017 19:00,11.33333333,0.5,26.40104167,99.99847412,0
5/1/2017 19:01,11.66666667,0.666666667,26.40625,99.99847412,0
5/1/2017 19:02,12,0.166666667,26.40625,99.99847412,0
5/1/2017 19:03,12.66666667,0.666666667,26.40625,99.99847412,0
5/1/2017 19:04,13.16666667,0.5,26.40625,99.99847412,0
5/1/2017 19:05,12.33333333,0.333333333,26.40625,99.99847412,0
5/1/2017 19:06,11.16666667,0.5,26.40625,99.99847412,0
5/1/2017 19:07,12.83333333,0.666666667,26.40625,99.99847412,0
5/1/2017 19:08,12.5,0.5,26.40625,99.99847412,0
5/1/2017 19:09,12.5,0.833333333,26.40625,99.99847412,1
5/1/2017 19:10,13.2,0.6,26.40625,99.99847412,0
